"ya, saya tinggal di sebuah rumah teres di TTDI","yes, I stay at a terrace house in TTDI",,,,,
"ya, saya tinggal di sebuah apartmen teres di TTDI","yes, I stay at an apartment in TTDI",,,,,
hujung minggu kamu buat apa?,what do you do on weekends?,,,,,
saya kerap pergi ke panggung atau pergi membeli-belah,I always go to the cinema or go shopping,,,,,
kamu suka minum apa,what do you like to drink?,,,,,
saya suka minum kopi,I like to drink coffee,,,,,
kamu suka bermain sukan?,do you like to play sports?,,,,,
"ya, saya suka berenang","yes, I like swimming",,,,,
masa cuti nanti kamu pergi mana?,where are you going on holidays?,,,,,
saya pergi ke Pulau Pinang,I go to Penang island,,,,,
kamu pernah pergi ke Pulau Langkawi?,have you been to Langkawi island?,,,,,
"tak pernah, tetapi saya ingin pergi ke sana hujung tahun nanti","never, but I would like to go there end of this year",,,,,
selamat pagi,good morning,,,,,
selamat tengahari,good afternoon,,,,,
selamat malam,good night,,,,,
kamu Encik/Puan …?,You are Sir/Madam …?,,,,,
selamat petang,good evening,,,,,
"hai, lama tak jumpa","hi, long time no see",,,,,
apa khabar?,how are you?,,,,,
"khabar baik, kamu pula?","I am good, and you?",,,,,
baik juga,good too,,,,,
selamat tinggal,bye,,,,,
selamat jalan,"bye, safe journey",,,,,
jumpa esok,see you tomorrow,,,,,
jumpa hari Ahad ini,see you this Sunday,,,,,
terimah kasih,thank you,,,,,
terimah kasih kepada,thanks to,,,,,
(minta) tolong…,please,,,,,
jumpa lagi,see you again,,,,,
selamat bercuti,happy holidays,,,,,
selamat bejaya,good luck,,,,,
maaf,sorry,,,,,
tumpang lalu,excuse me (when walking),,,,,
sama sama,you’re welcome,,,,,
jaga diri baik-baik,take good care (of yourself),,,,,
nama saya Chris,my name is Chris,,,,,
saya orang Belanda,I am Dutch,,,,,
umur saya tiga puluh lima tahun,I am 35 years old,,,,,
saya tinggal di KL,I stay in KL,,,,,
saya berasal dari Ermelo,I come from Ermelo,,,,,
saya seorang pelajar,I am a student,,,,,
saya belajar di Universiti Windesheim,I study at Windesheim University,,,,,
saya seorang pengurus marketing,I am a marketing manager,,,,,
saya bekerja di Fusionex,I work at Fusionex,,,,,
saya masih bujang,I’m still single,,,,,
saya sudah berkahwin,I’m already married,,,,,
saya ada dua orang anak,I have two kids,,,,,
rambut saya panjang dan hitam,my hair is long and black,,,,,
mata saya coklat,my eyes are brown,,,,,
saya tidak suka minum kopi,I don’t like to drink coffee,,,,,
saya sangat suka membeli-belah,I love to go shopping,,,,,
saya benci memandu sekitar KL,I hate driving around KL,,,,,
saya tinggi dan kurus,I am tall and slim,,,,,
nama suami saya Bassie,my husband’s name is bassie,,,,,
nama isteri saya Faizeleen,my wife’s name is Faizeleen,,,,,
anak lelaki saya bernama Boris,my son’s name is Boris,,,,,
skull,tengorak,,,,,
forehead,dahi,,,,,
heart,jantung,,,,,
nose,hidung,,,,,
neck,leher,,,,,
elbow,siku,,,,,
wrist,pergelangan tangan,,,,,
arm,lengan,,,,,
belly button,pusat,,,,,
liver,hati,,,,,
mouth,mulut,,,,,
skin,kulit,,,,,
tongue,lidah,,,,,
leg,kaki,,,,,
thigh,paha,,,,,
hand,tangan,,,,,
chest,dada,,,,,
head ,kepala,,,,,
fingers,jari,,,,,
nails,kuku,,,,,
toes,jari kaki,,,,,
eyes,mata,,,,,
eyebrows,kening,,,,,
eyelids,bulu mata,,,,,
cheeks,pipi,,,,,
ears,telinga,,,,,
lungs,Paru-paru,,,,,
teeth,gigi,,,,,
hair,rambut,,,,,
stomach,perut,,,,,
shoulder ,bahu,,,,,
anjing,dog,,,,,
kucing,cat,,,,,
tikus belanda,hamster,,,,,
kuda,horse,,,,,
keldai,donkey,,,,,
itik,duck,,,,,
tikus,rat / mouse,,,,,
(kambing) biri-biri,sheep,,,,,
arnab,rabbit,,,,,
lembu,ox / cow,,,,,
babi / khinzir,pig,,,,,
burung,bird,,,,,
burung kak tua,cockatoo,,,,,
tupai,squirrel,,,,,
cicak ,lizard,,,,,
ular,snake,,,,,
musang,fox,,,,,
serangga,insect,,,,,
burung helang,eagle,,,,,
nyamuk,mosquito,,,,,
kupu-kupu,butterfly,,,,,
singa,lion,,,,,
harimau bintang,leopard,,,,,
serigala,wolf,,,,,
monyet,monkey,,,,,
cipan,tapir,,,,,
harimau,tiger,,,,,
gajah,elephant,,,,,
beruang,bear,,,,,
kuda belang,zebra,,,,,
badak sumbu,rhinoceros,,,,,
badak air,hippopotamas,,,,,
unta,camel,,,,,
buaya,crocodile,,,,,
yu,shark,,,,,
penguin,penguin,,,,,
katak,frog,,,,,
angsa,goose,,,,,
ayam belanda,turkey,,,,,
ayam,chicken,,,,,
semut,ant,,,,,
labah-labah,spider,,,,,
kambing,goat,,,,,
lalat,fly,,,,,
lebah,bee,,,,,
kura-kura,tortoise,,,,,
penyu,turtle,,,,,
zirafah,giraffe,,,,,
paus,whale,,,,,
rumah,house,,,,,
dapur,kitchen,,,,,
ruang tamu,living room,,,,,
ruang makan,dining room,,,,,
bilik tidur,bed room,,,,,
bilik stor,store room,,,,,
bilik mandi,bath room,,,,,
koridor,corridor,,,,,
tandas ,toilet,,,,,
tingkat atas,"loft, attic",,,,,
tingkat bawah,ground floor,,,,,
tingkat satu,first floor,,,,,
tingkat dua,second floor,,,,,
tingkat tiga,third floor,,,,,
lantai,floor,,,,,
siling,ceiling,,,,,
tangga,stairs,,,,,
pintu,door,,,,,
tingkap,window,,,,,
lif,lift,,,,,
kebun / taman,garden,,,,,
dinding,wall,,,,,
pintu pagar,gate,,,,,
pagar,fence,,,,,
di atas ,upstairs,,,,,
di bawah ,downstairs,,,,,
sarapan,breakfast,,,,,
roti,bread,,,,,
gula,sugar,,,,,
kopi,coffee,,,,,
coklat,chocolate,,,,,
mentega,butter,,,,,
jem,jam,,,,,
garam,salt,,,,,
telur,eggs,,,,,
susu,milk,,,,,
roti canai,grilled flatbread,,,,,
nasi lemak,rice in coconut milk,,,,,
daging,meat,,,,,
ayam,chicken,,,,,
itik ,duck,,,,,
stik,steak,,,,,
daging panggang,grilled meat,,,,,
sate ,satay,,,,,
lembu,beef,,,,,
arnab,rabbit,,,,,
ikan,fish,,,,,
kambing,mutton,,,,,
sup ekor,oxtail soup,,,,,
makanan laut,seafood,,,,,
udang,prawns,,,,,
sotong,squid,,,,,
sayur-sayuran,vegetables,,,,,
satur,vegetable,,,,,
nasi,rice,,,,,
salad,salad,,,,,
sup,soup,,,,,
cendawan,mushrooms,,,,,
kentang goreng,french fries,,,,,
ubi kentang,potatoes,,,,,
lobak merah,carrots,,,,,
tomato,tomatoes,,,,,
kacang ,beans,,,,,
kacang pis,peas,,,,,
kobis ,cabbage,,,,,
kubis bunga,cauliflower,,,,,
daun salad,salad leaves,,,,,
timun ,cucumber,,,,,
pencuci mulut,desserts,,,,,
aiskrim,ice cream,,,,,
krim,cream,,,,,
pai,pie,,,,,
cendol,chendol,,,,,
buah-buahan,fruits,,,,,
kek,cakes,,,,,
strawberi,strawberry,,,,,
ceri,cherry,,,,,
epal,apple,,,,,
pir,pear,,,,,
oren,oranges,,,,,
pisang,banana,,,,,
mangga,mango,,,,,
limau,lime,,,,,
limau bali,pomelo,,,,,
durian,durian,,,,,
nenas,pineapple,,,,,
kurma,dates,,,,,
kiwi,kiwi,,,,,
laici,lychee,,,,,
tembikai,watermelon,,,,,
tembikai susu,honeydew melon,,,,,
minuman,drinks,,,,,
jus oren,orange juice,,,,,
jus epal,apple juice,,,,,
teh,tea,,,,,
teh “o”,tea without creamer/milk,,,,,
kopi “o”,coffee without milk,,,,,
air,waiter,,,,,
teh “o” ais limau,ice lemon tea,,,,,
teh “o” ais,ice tea,,,,,
milo ais,iced milo,,,,,
cuka,vinegar,,,,,
minyak zaitun,olive oil,,,,,
bawang putih,garlic,,,,,
garam,salt,,,,,
lada,pepper,,,,,
sos cili,chili sauce,,,,,
sos tomato,ketchup,,,,,
mi,noodles,,,,,
cili,chili,,,,,
kerang,cockles,,,,,
gula-gula,sweets,,,,,
memanah,archery,,,,,
olahraga,athletics,,,,,
tinju,boxing,,,,,
merentas desa,cross-country,,,,,
berkuda,horse-riding,,,,,
lompat tinggi,high jump,,,,,
lompat jauh,long jump,,,,,
payung terjun,parachuting,,,,,
lumba lari,running,,,,,
menembak,shooting,,,,,
luncur,skating,,,,,
berenang,swimming,,,,,
badminton,badminton,,,,,
lumba kereta,car-racing,,,,,
kriket,cricket,,,,,
bola sepak,football,,,,,
golf,golf,,,,,
bola baling,handball,,,,,
hoki,hockey,,,,,
luncur ais,ice skating,,,,,
hoki ais,ice-hockey,,,,,
ping pong,table tennis,,,,,
tenis,tennis,,,,,
bola tampar,volley bal,,,,,
luncur air,water-skiing,,,,,
bridge,bridge,,,,,
layang-layang,kite,,,,,
daun terup,cards,,,,,
snuker,snooker,,,,,
anak patung,doll,,,,,
bola ,ball,,,,,
domino,dominoes,,,,,
catur,chess,,,,,
dam,checkers,,,,,
permainan video,video games,,,,,
melukis,drawing,,,,,
seni foto,photography,,,,,
bersiar-siar,strolling,,,,,
astronomi,astronomy,,,,,
pelakon,actor,,,,,
peladang,farmer,,,,,
peguam,lawyer,,,,,
tukang emas,jeweller,,,,,
penyanyi,singer,,,,,
"drebar, pemandu",driver,,,,,
pemandu teksi,taxi driver,,,,,
doktor bedah,surgeon,,,,,
akauntan,accountant,,,,,
jururawat,nurse,,,,,
"murid, pelajar",student,,,,,
posmen,postmen,,,,,
ahli perniagaan,"businessman, businesswoman",,,,,
pembuat jam,watchmaker,,,,,
pramugari,air hostess,,,,,
jurutera,engineer,,,,,
pekebun,gardener,,,,,
wartawan,journalist,,,,,
hakim,judge,,,,,
penjual buku,book seller,,,,,
pembina,builder,,,,,
model,model,,,,,
"anak kapal, nakhoda",sailor,,,,,
mekanik,mechanic,,,,,
doktor,doctor,,,,,
pelombong,miner,,,,,
sami,monk,,,,,
jurulatih,instructor,,,,,
penjaga anak,nanny,,,,,
pembuat kasut,shoemaker,,,,,
formen,foreman,,,,,
tukang masak,cook,,,,,
paderi,priest,,,,,
doktor gigi,tentist,,,,,
pegawai kastam,custom officer,,,,,
penulis,writer,,,,,
juruelektrik,electrician,,,,,
kerani bank,bank clerk,,,,,
rakan sejawat ,colleague,,,,,
buruh,laborer,,,,,
nelayan,fisherman,,,,,
pelukis,painter,,,,,
ahli farmasi,pharmacist,,,,,
juruterbang,pilot,,,,,
tukang paip,plumber,,,,,
anggota polis,policeman,,,,,
anggota bomba,fireman,,,,,
"guru, cikgu",teacher,,,,,
doktor psikologi,psychologist,,,,,
penyambut tetamu,receptionist,,,,,
ahli sains,scientist,,,,,
setiausaha,secretary,,,,,
pelayan,waiter,,,,,
ahli tentera,soldier,,,,,
tukang baju,tailor,,,,,
juruteknik,technician,,,,,
penterjemah,translator,,,,,
penjual,salesman,,,,,
doktor haiwan,veterinarian,,,,,
pejabat bahagian akauntan,account department office,,,,,
kementerian pertanian,agricultural ministry,,,,,
lapangan terbang,airport,,,,,
ATM,ATM,,,,,
kedai roti,bakery,,,,,
bank,bank,,,,,
pantai,beach,,,,,
bistro,bistro,,,,,
kedai buku,bookstore,,,,,
bangunan,building,,,,,
hentian bas,bus stop,,,,,
stesen bas,bus station,,,,,
kedai daging,butchery,,,,,
kedai kopi,cafe,,,,,
kafeteria,cafeteria,,,,,
kedai gambar/foto,camera shop,,,,,
kantin,canteen,,,,,
casino,casino,,,,,
cinatown,chinatown,,,,,
gereja,church,,,,,
pawagam / panggung,cinema,,,,,
sarkas,circus,,,,,
dewan bandaraya,city hall,,,,,
konsert,concert,,,,,
kaunter,counter,,,,,
luar bandar,countryside,,,,,
mahkamah,court,,,,,
kementerian pertahanan,defense ministry,,,,,
klinik gigi,dentist,,,,,
klinik,clinic (doctor),,,,,
Utura,North,,,,,
Timur,East,,,,,
Selatan,South,,,,,
Barat,West,,,,,
kementerian pelajaran,education ministry,,,,,
kedutaan,embassy,,,,,
pameran,exhibition,,,,,
pesta,fair,,,,,
kedai ikan,fish shop,,,,,
kedai bunga,florist,,,,,
farmasi,pharmacy,,,,,
hutan,forest,,,,,
taman,garden,,,,,
stesen gas / stesen petrol,gas station,,,,,
rumah guard / pondok guard,guard house,,,,,
gim,gym,,,,,
kedai dandan rambut,hair dresser,,,,,
sekolah menengah,high school,,,,,
rumah,home,,,,,
hospital,hospital,,,,,
pejabat imigresen,immigration office,,,,,
hasil pendapatan,income tax,,,,,
kaunter informasi,information counter,,,,,
kedai barang kemas,jeweller,,,,,
karaoke,karaoke,,,,,
KLCC,KLCC,,,,,
kedai dobi,laundry ,,,,,
pejabat peguam,lawyer’s office,,,,,
perpustakaan,library,,,,,
pasaar Little India,Little India,,,,,
pejkabat bahagian pemasaran,marketing department office,,,,,
kementerian,ministry,,,,,
masjid,mosque,,,,,
gunung,mountain,,,,,
pejabat ,office,,,,,
taman,park,,,,,
pastri/bakeri,pastry,,,,,
kaunter bayaran,payment counter ,,,,,
farmasi,pharmacy,,,,,
balai polis,police station,,,,,
pejabat pos,post office ,,,,,
perdana menteri,prime minister,,,,,
kaunter sambut,reception,,,,,
restoran,restaurant,,,,,
sekolah,school,,,,,
laut,sea,,,,,
pantai,beach,,,,,
tepi laut,seaside ,,,,,
kedai kasut,shoe shop,,,,,
pusat membeli belah,shopping centre,,,,,
kedai sukan,sport shop,,,,,
stadium,stadium,,,,,
pasaraya,supermarket,,,,,
kolam renang,swimming pool,,,,,
tokong,temple,,,,,
teater,theater,,,,,
stesen keretapi,train station,,,,,
agensi pelancongan,travel agency,,,,,
universiti,university,,,,,
doktor haiwan,vet,,,,,
pejabat bahagian visa,visa department office,,,,,
barat,water park,,,,,
pasar basah,wet market,,,,,
bengkel,workshop,,,,,
zoo,zoo,,,,,
jalan,street,,,,,
jalan besar,boulevard,,,,,
perkarangan,square,,,,,
alur,track,,,,,
lingkaran tengah,middle ring road,,,,,
lebuh raya,highway,,,,,
tol ,toll,,,,,
kawasan rehat,rest area,,,,,
tempat letak kereta,parking space,,,,,
pejalan kaki,pavement,,,,,
stesen kereta apiq,railway station,,,,,
lapangan terbang,airport,,,,,
stesen LRT,LRT station,,,,,
perhentian bas,bus stop,,,,,
kaunter tiket,ticket counter,,,,,
tiket,ticket,,,,,
satu hala,a single ticket,,,,,
dua hala,a return ticket,,,,,
